#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2013-09-20 18:45:02
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2013-09-20 18:45:02 W3SVC628 GET /style/common.css - - 66.249.74.167 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - - bcause.in 200 0 0 5094 239 795
2013-09-20 18:45:02 W3SVC628 GET /style/index.css - - 66.249.74.167 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - - bcause.in 200 0 0 8734 238 624
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2013-09-21 03:58:34
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2013-09-21 03:58:34 W3SVC628 GET /whatwedo.html - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - - bcause.in 304 0 0 211 436 468
2013-09-21 03:58:38 W3SVC628 GET /images/lefthand.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 423 109
2013-09-21 03:58:38 W3SVC628 GET /images/wwdnerve.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 423 93
2013-09-21 03:58:38 W3SVC628 GET /images/hgpoint.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 210 421 78
2013-09-21 03:58:38 W3SVC628 GET /images/bgpoint.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 422 62
2013-09-21 03:58:38 W3SVC628 GET /images/hpoint.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 421 78
2013-09-21 03:58:39 W3SVC628 GET /images/fotter.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 421 78
2013-09-21 03:58:39 W3SVC628 GET /images/wwd.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 418 93
2013-09-21 03:58:39 W3SVC628 GET /images/righthand.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 209 422 436
2013-09-21 03:58:40 W3SVC628 GET /images/elipse.png - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 421 93
2013-09-21 03:58:40 W3SVC628 GET /images/nav.jpg - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 418 93
2013-09-21 03:58:40 W3SVC628 GET /fonts/MyriadPro-Regular.svg - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 431 93
2013-09-21 03:58:40 W3SVC628 GET /fonts/559997559-MyriadPro-Cond.svg - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 438 124
2013-09-21 03:58:40 W3SVC628 GET /fonts/OpenSans-Italic.woff - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 430 109
2013-09-21 03:58:41 W3SVC628 GET /fonts/myriad.otf - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 404 3 50 7462 334 1482
2013-09-21 03:58:44 W3SVC628 GET /fonts/myriado.ttf - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 211 421 140
2013-09-21 03:58:44 W3SVC628 GET /fonts/559997559-MyriadPro-Cond.woff - - 59.177.131.62 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53 - http://bcause.in/whatwedo.html bcause.in 304 0 0 210 438 140
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2013-09-21 04:21:33
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2013-09-21 04:21:33 W3SVC628 GET / - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - - bcause.in 200 0 0 6299 355 655
2013-09-21 04:21:33 W3SVC628 GET /style/common.css - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 5094 354 171
2013-09-21 04:21:33 W3SVC628 GET /js/common.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 2695 335 265
2013-09-21 04:21:33 W3SVC628 GET /style/index.css - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 8734 353 499
2013-09-21 04:21:33 W3SVC628 GET /js/c_earth.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 2199 336 124
2013-09-21 04:21:34 W3SVC628 GET /js/modernizr.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 8412 338 436
2013-09-21 04:21:34 W3SVC628 GET /js/index.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 13385 334 483
2013-09-21 04:21:34 W3SVC628 GET /images/loader.gif - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 26006 357 296
2013-09-21 04:21:34 W3SVC628 GET /images/worldmapgrey.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 20362 363 280
2013-09-21 04:21:34 W3SVC628 GET /images/idle_lab.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 7072 359 249
2013-09-21 04:21:34 W3SVC628 GET /js/jquery.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 92895 335 795
2013-09-21 04:21:34 W3SVC628 GET /images/line.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 397 355 140
2013-09-21 04:21:34 W3SVC628 GET /images/logo.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 11338 355 265
2013-09-21 04:21:34 W3SVC628 GET /images/formula-bottom.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 8557 365 124
2013-09-21 04:21:34 W3SVC628 GET /images/idie.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 21980 355 140
2013-09-21 04:21:34 W3SVC628 GET /images/BGtile.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 352 357 140
2013-09-21 04:21:34 W3SVC628 GET /images/formula-Centre.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 17230 365 499
2013-09-21 04:21:35 W3SVC628 GET /images/worldmap.gif - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 60990 359 1372
2013-09-21 04:21:37 W3SVC628 GET /js/earth.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 248719 334 4508
2013-09-21 04:21:38 W3SVC628 GET /images/hpoint.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 619 357 93
2013-09-21 04:21:38 W3SVC628 GET /images/fotter.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 819 357 93
2013-09-21 04:21:39 W3SVC628 GET /fonts/OpenSans-Semibold.woff - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 22011 351 358
2013-09-21 04:21:39 W3SVC628 GET /images/righthand.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 34866 360 733
2013-09-21 04:21:39 W3SVC628 GET /fonts/OpenSans-SemiboldItalic.woff - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 20371 357 842
2013-09-21 04:21:39 W3SVC628 GET /images/lefthand.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 39461 359 1123
2013-09-21 04:21:40 W3SVC628 GET /images/map.jpg - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 86867 354 2574
2013-09-21 04:21:41 W3SVC628 GET /fonts/Helvetica-Condensed-Light.ttf - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 25244 358 561
2013-09-21 04:21:41 W3SVC628 GET /favicon.ico - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - - bcause.in 404 0 2 5370 306 124
2013-09-21 04:21:41 W3SVC628 GET /apple-touch-icon-precomposed.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - - bcause.in 404 0 2 5412 327 124
2013-09-21 04:21:41 W3SVC628 GET /apple-touch-icon.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - - bcause.in 404 0 2 5388 315 109
2013-09-21 04:21:42 W3SVC628 GET /index.html main - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 2127 398 93
2013-09-21 04:21:47 W3SVC628 GET /fonts/559997559-MyriadPro-Cond.svg - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 180962 357 2620
2013-09-21 04:21:48 W3SVC628 GET /fonts/559997559-MyriadPro-Cond.woff - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/ bcause.in 200 0 0 43866 358 686
2013-09-21 04:22:01 W3SVC628 GET /inovation.html - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/index.html?main bcause.in 200 0 0 3373 412 296
2013-09-21 04:22:01 W3SVC628 GET /style/inovation.css - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 4064 371 218
2013-09-21 04:22:01 W3SVC628 GET /js/jquery.path.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 3543 354 249
2013-09-21 04:22:01 W3SVC628 GET /style/reset.css - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 7989 367 405
2013-09-21 04:22:01 W3SVC628 GET /js/inovation.js - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 6100 352 468
2013-09-21 04:22:01 W3SVC628 GET /images/header.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 953 371 78
2013-09-21 04:22:01 W3SVC628 GET /images/bpoint.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 655 371 78
2013-09-21 04:22:01 W3SVC628 GET /images/hgpoint.png - - 1.38.25.147 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.1.2;+C5303+Build/12.0.A.2.245)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/29.0.1547.72+Mobile+Safari/537.36 - http://bcause.in/inovation.html bcause.in 200 0 0 1447 372 109
